membership:pair_set_id	pair
ALL	de71b625-2b73-43a7-9bc0-89d6a13d0d52_7cf3f67a-c884-43de-a180-1d51003c8af5
ALL	afed1e5d-c6c1-4d95-9e57-d82f6a823543_76571b4f-bb07-4ea2-a9c2-ff8c3478a55d
ALL	0039a298-3369-4da5-9bfd-19792e9632be_ab432f03-6db6-47db-a33f-5f1d4a7aa447
ALL	75103265-c66d-4bd9-8ecf-cfcf66402918_140122fd-ebea-432c-852b-abb361b36837
ALL	50233285-5aef-412a-a225-3ed14eaa69d8_0749976c-3f03-4fe3-8c24-c68721c58643
ALL	cef6023a-2fbf-44ee-a9b3-df78707bd85a_b063082e-335f-442e-9c8a-4a011160a845
ALL	e70a8d1b-f29d-412f-8c90-85862a2b75ad_4f52879d-9cb9-4c91-9176-91a862c59a4d
ALL	10285a0d-d8cc-4c20-a8a2-8891d9807599_dc80ab1d-ce3f-4f08-a791-aac7e468c935
ALL	6f26754e-8132-4612-bf6c-9301302fec2d_d7193188-4346-460d-a237-d36d63d0b156
ALL	630613d2-682f-4a1a-b1fa-95320fb9a9b7_c48d1725-4af6-4fab-8066-8bf70a73b5b9
ALL	4aa1d78b-37cc-43be-b4f7-ce677992024e_cd5ed3ba-c156-4638-a633-21bad322e8eb
ALL	00d38274-8ed5-46af-9a69-91d968a050ab_312669a7-73a5-42ba-837b-da896199a5ce
ALL	46fecdc9-9d0d-41cd-811a-28731f0b7f92_3d611795-3ef6-4f22-b093-4dab08f11005
ALL	29619d1e-e8b4-411e-bbba-07f2cfb69e8a_ced2fbf9-7eff-4a09-bb0b-b347e27e6a20
ALL	96e71b7b-d32b-48bc-858d-20f7c8b7812d_00cd3143-044b-4ff7-92ef-8924008a0904
ALL	5012e9c0-a0f3-4f57-8840-fee059dfe671_1b575320-c965-4ee9-b283-835a2985d1d1
ALL	8cc4fd25-dd8b-4983-ac21-24f3cf3e51cd_c48a5748-20b5-4d99-ba42-71d2b3334775
ALL	5e429dd7-787c-4e7d-b672-b000b7b57929_ff402cd3-09f7-4e2f-98ca-36f4a95958b8
ALL	cb389c7a-50d4-4f2d-9c5c-c1fff17e442a_6ab64a3f-065d-4582-b18c-31143dbc7948
ALL	0a1f4a81-38c6-407a-a33b-716a0f9a6b4d_c6eb6218-ad71-40a6-88b7-a4f1a015b816
ALL	5fce29d3-4250-4696-b691-d4bc953c21cd_4f2c167a-a2a9-4d10-bb33-41b0075b0a9f
ALL	e11024c2-709d-4e47-a9f3-45894a27f2bb_c30b2fd4-0a2d-4136-8873-6e0bc540b722
ALL	4fcf4afe-40be-40eb-95cb-5b172ed83d11_15a0f69e-6bcb-4680-b4f4-36f03e58012b
