membership:pair_set_id	pair
ALL	fcd83e7f-2210-465d-8362-3b5e2c368625_e269dfe4-e18a-48a4-805b-ff1c3f6f42b6
ALL	962bb8fd-018e-49d0-b1df-dc0192e1b2a6_a5436d26-e044-4566-a823-acf047c464c2
ALL	43d20453-c167-4893-819d-754785da9a71_7c0d31dd-f5f3-4c2a-811b-6caf7e06da06
ALL	a36ab3e1-b5fb-4557-af54-88d4ada2aaaf_98b8c779-fb3b-408f-889e-f940c61d4f75
ALL	b3c4e71f-d202-4950-8f8c-e6887eb5039c_a69aed0b-38e5-46ae-918d-8b832d7da75a
ALL	cd341ba2-d2cf-4f44-bc52-4731d6041a0c_867fce99-ccb9-49a7-bdcb-5b99a60f85c5
ALL	f2b9f258-092d-4f46-a6c3-f5dc86188746_cea9ce81-da29-4c9c-905c-76a084606a6d
ALL	1c7e0067-e266-4967-9322-5967e112888e_deb2588e-18a9-4a43-9394-50623474037c
ALL	2179798c-4fd4-4434-b1d5-1453f6054fa2_59001597-3894-47fb-b926-b6ac5da947d6
ALL	91b66bf9-7e88-49b2-af17-6c2875b0ec77_1f96da11-40aa-4e33-9ca7-e164b48359df
ALL	bbfeb712-4736-49c9-9cc6-74a94c6e8195_7c354d25-5520-43a8-b60b-29f24db32798
ALL	ddf4a6ae-f3ee-4972-a12a-156260ddf5fa_89e10f7b-783e-4d6d-af68-f9c3621c0c18
ALL	5c315f82-d4ac-40fd-9cc2-c4bc61286f8e_0c515ff9-6335-4ed7-9ca3-d03205f67d28
ALL	eae870be-bbc8-4ffe-bffc-86d87414ff4b_1ea8771b-642f-441b-bb47-c39ebb7b0c93
ALL	cb5c8591-15ab-46b3-a819-57cbf71c6bce_dcdf14eb-c2e9-42ac-bb96-eabac0b241f1
ALL	a8786e7f-5004-43c8-a5a8-fc2fb89d2ab0_f2c7732f-3197-4daf-82c5-b2f44ce05b7a
ALL	2f2797fb-4468-4544-84fd-0a4270416ea2_e2822889-2208-4bd2-b0a3-bab5f20bba92
ALL	1ad76860-b19e-45ac-b81a-bb0bdac2b5ab_0782977f-be95-4328-a9ab-e077fdb462cc
ALL	c24a2f48-af41-4e1b-9e23-fbac94d02da4_0acee8b3-7dad-48f7-a5be-3c8ab20d2011
ALL	239e7813-ba65-4f3c-b7de-77e166707c75_a52263b0-156f-49d8-8bb9-7e07f2665e64
ALL	bb3bf7dc-4e01-48a7-9c48-953e33c999e6_b1feef4d-e8f1-4ec4-81bc-2ab215c2939e
ALL	8a5f3650-3bfa-48f9-80c3-270b05daa00c_a55bf675-c2e5-46ad-bd02-6dc6ffd816ae
ALL	97efbf70-83ef-49aa-ac3a-f0d0067a2a10_d157747c-fb81-4d7a-9856-a82606f8aced
ALL	d14005f6-55df-422b-a152-3c313b8df92f_f245d828-5631-47e6-9a0c-114165f800a6
ALL	e60cfe1d-6afa-4384-bf86-a3f094527c58_f156a5b5-6108-40a6-b52b-4f4aa55d2129
ALL	080769a2-1e15-44b4-802e-a6ff8024298f_62203224-b089-436f-b0e0-296a08a6059f
ALL	fce7a055-f6ea-4dc3-a42f-51b8ed236ca7_4f02d4b3-732b-4ae1-8e4d-4cd267f5a571
ALL	d8ecb5e2-5af0-4a84-8b51-22c395850721_55948688-fa71-4699-949d-a05bfcd1ed3c
ALL	b2f596ea-10ad-4a17-aea3-88756fb0b7f9_9b5275ff-6319-447b-a079-b979428a006d
ALL	6998c948-804f-4926-b726-ad86f87b8273_4edb46ff-fd92-4668-b1b0-ed79e2fd3c8c
ALL	87ebfaf3-1ab2-4224-b556-0998a6ac16ff_fd368b39-24cd-4bfb-b162-a78ebfd5ce96
ALL	2d424c9d-4835-438c-9d22-9ff1d73f2cdd_2fc8d911-57a4-4d94-9998-f5f90a3ab255
ALL	bf6e8259-1d31-4e23-b023-374331306196_0c540583-aa45-4ae4-8a31-dc62836c7325
ALL	f6af1664-abbc-4c49-b924-585fd4a73852_91e73c21-abd7-4c20-ac1e-81f4dabc7511
ALL	41d620dc-9489-4eae-bdd7-81c4da7294c7_34ce54dc-38a4-4cdd-b150-6fe9e3a843d6
ALL	35817ec6-5c0c-44d7-b5a8-b6de3ab24fdd_86b04237-3ac4-45a4-b41f-781860999ac7
ALL	8832fa0d-1bd8-42a9-b002-1a02500d48eb_f8725867-36e0-4355-998c-72e771688beb
ALL	b40f7345-8f0c-4db7-90ba-424ae5ee22ed_94a7bf49-bd7a-42f1-be31-5da536c24f21
ALL	a3f8dcad-c42a-4070-80c4-782627bbaca2_3f3ebcc5-149d-4ac5-9e87-1d2422860ac8
ALL	6f9a6f73-285d-4a9c-80eb-5f2ebc1787a4_a6ae520e-d19f-4848-9149-abb90ed1c9a6
ALL	d1a2fb08-a7b9-4920-af5a-33118478a429_47c1b471-fa40-4d9c-abca-d8542d4d4549
ALL	69cb478b-237d-413c-9624-db9de4ad0ffb_9aede514-f5f3-4cc6-82b1-214405d8ff83
ALL	5e6a4b99-bbb7-4064-b619-bbdf8a4a7418_ce7f2f49-7561-4b5c-894b-54f0e08c18e1
ALL	3d1f80f8-1033-48d9-9b97-36f025486b0a_73512990-dca7-4681-9029-8beb1367be73
